State,Age Group,Gender,Race,Total Cost,IP Actual Cost,OP Actual Cost,Prescribed Drugs,Hospice Benefits,Federally Qualified Health Center,Rehabilative Services,Home Health Services,Year
Alabama,0-18,Female,Asian,0,0,0,0,0,0,0,0,2015
Alabama,0-18,Female,AmericanIndian,0,0,0,0,0,0,0,0,2015
Alabama,0-18,Female,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Alabama,0-18,Female,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Alabama,19-64,Male,NonHispanic_White,0,0,0,0,0,0,0,0,2015
Alabama,19-64,Male,AfricanAmerican,0,0,0,0,0,0,0,0,2015
Alabama,19-64,Male,Hispanic,0,0,0,0,0,0,0,0,2015
Alabama,19-64,Male,Asian,0,0,0,0,0,0,0,0,2015
Alabama,19-64,Male,AmericanIndian,0,0,0,0,0,0,0,0,2015
Alabama,19-64,Male,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Alabama,19-64,Male,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Alabama,19-64,Female,NonHispanic_White,0,0,0,0,0,0,0,0,2015
Alabama,19-64,Female,AfricanAmerican,0,0,0,0,0,0,0,0,2015
Alabama,19-64,Female,Hispanic,0,0,0,0,0,0,0,0,2015
Alabama,19-64,Female,Asian,0,0,0,0,0,0,0,0,2015
Alabama,19-64,Female,AmericanIndian,0,0,0,0,0,0,0,0,2015
Alabama,19-64,Female,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Alabama,19-64,Female,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Alabama,65+,Male,NonHispanic_White,1921209071,564083878.5,257153959.7,97725516.12,91126131.15,6957896.836,47393058.43,106087037.3,2015
Alabama,65+,Male,AfricanAmerican,767833286,225442605.2,102774535.5,39057125.7,36419605.65,2780803.439,18941180.5,42398903.74,2015
Alabama,65+,Male,Hispanic,115343713.8,33865928.71,15438763.63,5867151.125,5470943.557,417731.5594,2845339.14,6369152.139,2015
Alabama,65+,Male,Asian,33928230.7,9961626.903,4541295.897,1725816.262,1609272.227,122875.2938,836953.4812,1873479.326,2015
Alabama,65+,Male,AmericanIndian,10000545.4,2936248.074,1338573.655,508694.4858,474342.4467,36218.21499,246696.9574,552219.0419,2015
Alabama,65+,Male,OtherPacific_Islander,674883.4316,198151.7105,90333.19144,34329.07573,32010.83996,2444.174018,16648.26093,37266.31571,2015
Alabama,65+,Male,TwoOrMore_Races,53070378.94,15581929.97,7103473.69,2699513.682,2517216.052,192200.9569,1309158.7,2930487.553,2015
Alabama,65+,Female,NonHispanic_White,2071019996,608069683.8,277206161.9,105345899.7,98231911.7,7500455.676,51088646.83,114359430.7,2015
Alabama,65+,Female,AfricanAmerican,827706944.3,243022037.8,110788628.6,42102699.58,39259512.52,2997643.316,20418164.88,45705060.84,2015
Alabama,65+,Female,Hispanic,124337918.9,36506706.44,16642638.58,6324656.429,5897553.618,450305.1884,3067211.344,6865802.188,2015
Alabama,65+,Female,Asian,36573866.57,10738408.86,4895414.432,1860390.96,1734759.123,132456.7921,902216.9539,2019568.409,2015
Alabama,65+,Female,AmericanIndian,10780362.12,3165209.122,1442952.174,548361.1691,511330.4467,39042.41793,265933.7495,595279.6578,2015
Alabama,65+,Female,OtherPacific_Islander,727509.1,213603.0696,97377.1406,37005.96847,34506.96266,2634.7644,17946.44935,40172.24684,2015
Alabama,65+,Female,TwoOrMore_Races,57208670.14,16796968.66,7657384.238,2910014.793,2713502.064,207188.2915,1411243.517,3158999.411,2015
Alaska,0-18,Male,NonHispanic_White,0,0,0,0,0,0,0,0,2015
Alaska,0-18,Male,AfricanAmerican,0,0,0,0,0,0,0,0,2015
Alaska,0-18,Male,Hispanic,0,0,0,0,0,0,0,0,2015
Alaska,0-18,Male,Asian,0,0,0,0,0,0,0,0,2015
Alaska,0-18,Male,AmericanIndian,0,0,0,0,0,0,0,0,2015
Alaska,0-18,Male,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Alaska,0-18,Male,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Alaska,0-18,Female,NonHispanic_White,0,0,0,0,0,0,0,0,2015
Alaska,0-18,Female,AfricanAmerican,0,0,0,0,0,0,0,0,2015
Alaska,0-18,Female,Hispanic,0,0,0,0,0,0,0,0,2015
Alaska,0-18,Female,Asian,0,0,0,0,0,0,0,0,2015
Alaska,0-18,Female,AmericanIndian,0,0,0,0,0,0,0,0,2015
Alaska,0-18,Female,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Alaska,0-18,Female,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Alaska,19-64,Male,NonHispanic_White,0,0,0,0,0,0,0,0,2015
Alaska,19-64,Male,AfricanAmerican,0,0,0,0,0,0,0,0,2015
Alaska,19-64,Male,Hispanic,0,0,0,0,0,0,0,0,2015
Alaska,19-64,Male,Asian,0,0,0,0,0,0,0,0,2015
Alaska,19-64,Male,AmericanIndian,0,0,0,0,0,0,0,0,2015
Alaska,19-64,Male,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Alaska,19-64,Male,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Alaska,19-64,Female,NonHispanic_White,0,0,0,0,0,0,0,0,2015
Alaska,19-64,Female,AfricanAmerican,0,0,0,0,0,0,0,0,2015
Alaska,19-64,Female,Hispanic,0,0,0,0,0,0,0,0,2015
Alaska,19-64,Female,Asian,0,0,0,0,0,0,0,0,2015
Alaska,19-64,Female,AmericanIndian,0,0,0,0,0,0,0,0,2015
Alaska,19-64,Female,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Alaska,19-64,Female,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Alaska,65+,Male,NonHispanic_White,208071716.6,82264877.62,39579364.98,6633386.157,2764005.523,1036191.014,2023450.726,3521501.354,2015
Alaska,65+,Male,AfricanAmerican,10943597.4,4326747.123,2081689.155,348885.0321,145373.7402,54498.79244,106424.0276,185214.4718,2015
Alaska,65+,Male,Hispanic,22747390.24,8993587.907,4327004.532,725193.3419,302174.2373,113281.3328,221213.2627,384987.2863,2015
Alaska,65+,Male,Asian,23416431.13,9258105.198,4454269.371,746522.5578,311061.7148,116613.1367,227719.5351,396310.4418,2015
Alaska,65+,Male,AmericanIndian,47167382.7,18648469.04,8972171.161,1503709.724,626567.1684,234892.1753,458692.2065,798282.4613,2015
Alaska,65+,Male,OtherPacific_Islander,1338081.779,529034.5828,254529.6783,42658.43188,17774.95513,6663.60781,13012.54486,22646.31096,2015
Alaska,65+,Male,TwoOrMore_Races,24372203.83,9635987.043,4636076.284,776992.8663,323758.1114,121372.8565,237014.21,412486.3782,2015
Alaska,65+,Female,NonHispanic_White,196909685,77851768.64,37456125.32,6277537.381,2615730.124,980604.4263,1914902.476,3332590.002,2015
Alaska,65+,Female,AfricanAmerican,10356526.84,4094638.268,1970016.697,330169.0538,137575.1489,51575.19835,100714.8982,175278.6198,2015
Alaska,65+,Female,Hispanic,21527103.83,8511125.832,4094881.868,686290.2603,285964.065,107204.3424,209346.2513,364334.5983,2015
Alaska,65+,Female,Asian,22160253.94,8761453.063,4215319.57,706475.2679,294374.7728,110357.4113,215503.494,375050.3218,2015
Alaska,65+,Female,AmericanIndian,44637082.94,17648069.74,8490857.99,1423043.04,592954.8994,222291.3571,434085.6094,755458.5054,2015
Alaska,65+,Female,OtherPacific_Islander,1266300.225,500654.4607,240875.404,40370.01531,16821.41559,6306.137789,12314.48537,21431.44696,2015
Alaska,65+,Female,TwoOrMore_Races,23064754.1,9119063.392,4387373.43,735310.9931,306390.0696,114861.7955,224299.555,390358.4982,2015
Arizona,0-18,Male,NonHispanic_White,0,0,0,0,0,0,0,0,2015
Arizona,0-18,Male,AfricanAmerican,0,0,0,0,0,0,0,0,2015
Arizona,0-18,Male,Hispanic,0,0,0,0,0,0,0,0,2015
Arizona,0-18,Male,Asian,0,0,0,0,0,0,0,0,2015
Arizona,0-18,Male,AmericanIndian,0,0,0,0,0,0,0,0,2015
Arizona,0-18,Male,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Arizona,0-18,Male,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Arizona,0-18,Female,NonHispanic_White,0,0,0,0,0,0,0,0,2015
Arizona,0-18,Female,AfricanAmerican,0,0,0,0,0,0,0,0,2015
Arizona,0-18,Female,Hispanic,0,0,0,0,0,0,0,0,2015
Arizona,0-18,Female,Asian,0,0,0,0,0,0,0,0,2015
Arizona,0-18,Female,AmericanIndian,0,0,0,0,0,0,0,0,2015
Arizona,0-18,Female,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Arizona,0-18,Female,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Arizona,19-64,Male,NonHispanic_White,0,0,0,0,0,0,0,0,2015
Arizona,19-64,Male,AfricanAmerican,0,0,0,0,0,0,0,0,2015
Arizona,19-64,Male,Hispanic,0,0,0,0,0,0,0,0,2015
Arizona,19-64,Male,Asian,0,0,0,0,0,0,0,0,2015
Arizona,19-64,Male,AmericanIndian,0,0,0,0,0,0,0,0,2015
Arizona,19-64,Male,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Arizona,19-64,Male,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Arizona,19-64,Female,NonHispanic_White,0,0,0,0,0,0,0,0,2015
Arizona,19-64,Female,AfricanAmerican,0,0,0,0,0,0,0,0,2015
Arizona,19-64,Female,Hispanic,0,0,0,0,0,0,0,0,2015
Arizona,19-64,Female,Asian,0,0,0,0,0,0,0,0,2015
Arizona,19-64,Female,AmericanIndian,0,0,0,0,0,0,0,0,2015
Arizona,19-64,Female,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Arizona,19-64,Female,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Arizona,65+,Male,NonHispanic_White,1530800660,474687817.4,193452411.5,83977078.13,59639712.72,3197855.758,41380372.35,48232389.45,2015
Arizona,65+,Male,AfricanAmerican,108869023.2,33759326.32,13758143.45,5972366.427,4241517.161,227428.3268,2942931.001,3430239.654,2015
Arizona,65+,Male,Hispanic,843055013.5,261423942.9,106539688.5,46248540.78,32845268.58,1761149.182,22789335.86,26562934.55,2015
Arizona,65+,Male,Asian,85422212.37,26488676.56,10795091.36,4686114.914,3328033.715,178447.7371,2309120.35,2691478.73,2015
Arizona,65+,Male,AmericanIndian,111588688.4,34602670.58,14101836.67,6121562.561,4347474.819,233109.7309,3016448.581,3515930.728,2015
Arizona,65+,Male,OtherPacific_Islander,3667427.352,1137236.958,463465.0899,201188.7252,142882.2965,7661.287315,99137.34257,115553.1148,2015
Arizona,65+,Male,TwoOrMore_Races,58967286.98,18285236.93,7451893.748,3234843.436,2297354.677,123183.1702,1593994.8,1857938.284,2015
Arizona,65+,Female,NonHispanic_White,1594190767,494344532,201463231.9,87454549.84,62109379.67,3330278.238,43093924.16,50229681.73,2015
Arizona,65+,Female,AfricanAmerican,113377264.7,35157292.35,14327865.05,6219680.764,4417157.422,236846.0821,3064797.105,3572285.099,2015
Arizona,65+,Female,Hispanic,877965729.9,272249449,110951472.7,48163682.34,34205383.69,1834077.969,23733037.08,27662899.64,2015
Arizona,65+,Female,Asian,88959526.77,27585566.63,11242113.64,4880165.868,3465846.834,185837.2174,2404740.499,2802932.252,2015
Arizona,65+,Female,AmericanIndian,116209550.6,36035559.31,14685790.52,6375055.075,4527502.763,242762.7519,3141359.031,3661524.621,2015
Arizona,65+,Female,OtherPacific_Islander,3819294.685,1184329.682,482657.0739,209519.9046,148799.0199,7978.539481,103242.5974,120338.143,2015
Arizona,65+,Female,TwoOrMore_Races,61409108.93,19042424.43,7760474.975,3368797.567,2392487.612,128284.1573,1660001.763,1934875.086,2015
Arkansas,0-18,Male,NonHispanic_White,0,0,0,0,0,0,0,0,2015
Arkansas,0-18,Male,AfricanAmerican,0,0,0,0,0,0,0,0,2015
Arkansas,0-18,Male,Hispanic,0,0,0,0,0,0,0,0,2015
Arkansas,0-18,Male,Asian,0,0,0,0,0,0,0,0,2015
Arkansas,0-18,Male,AmericanIndian,0,0,0,0,0,0,0,0,2015
Arkansas,0-18,Male,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Arkansas,0-18,Male,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Arkansas,0-18,Female,NonHispanic_White,0,0,0,0,0,0,0,0,2015
Arkansas,0-18,Female,AfricanAmerican,0,0,0,0,0,0,0,0,2015
Arkansas,0-18,Female,Hispanic,0,0,0,0,0,0,0,0,2015
Arkansas,0-18,Female,Asian,0,0,0,0,0,0,0,0,2015
Arkansas,0-18,Female,AmericanIndian,0,0,0,0,0,0,0,0,2015
Arkansas,0-18,Female,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Arkansas,0-18,Female,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Arkansas,19-64,Male,NonHispanic_White,0,0,0,0,0,0,0,0,2015
Arkansas,19-64,Male,AfricanAmerican,0,0,0,0,0,0,0,0,2015
Arkansas,19-64,Male,Hispanic,0,0,0,0,0,0,0,0,2015
Arkansas,19-64,Male,Asian,0,0,0,0,0,0,0,0,2015
Arkansas,19-64,Male,AmericanIndian,0,0,0,0,0,0,0,0,2015
Arkansas,19-64,Male,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Arkansas,19-64,Male,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Arkansas,19-64,Female,NonHispanic_White,0,0,0,0,0,0,0,0,2015
Arkansas,19-64,Female,AfricanAmerican,0,0,0,0,0,0,0,0,2015
Arkansas,19-64,Female,Hispanic,0,0,0,0,0,0,0,0,2015
Arkansas,19-64,Female,Asian,0,0,0,0,0,0,0,0,2015
Arkansas,19-64,Female,AmericanIndian,0,0,0,0,0,0,0,0,2015
Arkansas,19-64,Female,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Arkansas,19-64,Female,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Arkansas,65+,Male,NonHispanic_White,1354309523,425919741.5,201975458.7,63552365.71,42413682.27,7633614.751,58454615.49,57352861.61,2015
Arkansas,65+,Male,AfricanAmerican,287067317.6,90280423.84,42811892.09,13470928.8,8990250.6,1618065.349,12390380.04,12156845.88,2015
Arkansas,65+,Male,Hispanic,131379599,41317855.27,19593345.78,6165122.656,4114489.69,740525.8755,5670597.315,5563717.772,2015
Arkansas,65+,Male,Asian,25079805.98,7887402.621,3740286.272,1176895.661,785438.5605,141363.2361,1082492.879,1062090.03,2015
Arkansas,65+,Male,AmericanIndian,11575295.07,3640339.671,1726285.972,543182.6129,362510.1049,65244.57052,499612.0982,490195.3984,2015
Arkansas,65+,Male,OtherPacific_Islander,3922738.883,1233670.666,585019.1348,184078.5521,122850.6466,22110.66001,169312.9888,166121.7739,2015
Arkansas,65+,Male,TwoOrMore_Races,40256303.95,12660292.41,6003638.99,1889068.42,1260729.587,226906.1175,1737539.853,1704790.663,2015
Arkansas,65+,Female,NonHispanic_White,1431933402,450331843.8,213551925,67194945.98,44844673.48,8071144.562,61805012.08,60640109.85,2015
Arkansas,65+,Female,AfricanAmerican,303520926.2,95454954.92,45265707.18,14243031.28,9505537.626,1710806.711,13100549.57,12853630.12,2015
Arkansas,65+,Female,Hispanic,138909778.7,43686037.83,20716361.96,6518484.076,4350316.615,782970.0066,5995614.42,5882608.947,2015
Arkansas,65+,Female,Asian,26517285.22,8339478.588,3954665.278,1244350.852,830456.9163,149465.64,1144537.261,1122964.997,2015
Arkansas,65+,Female,AmericanIndian,12238747.02,3848990.118,1825230.128,574315.7776,383287.8075,68984.14155,528247.9665,518291.5372,2015
Arkansas,65+,Female,OtherPacific_Islander,4147575.38,1304379.984,618550.2101,194629.2357,129891.9792,23377.95908,179017.3664,175643.2432,2015
Arkansas,65+,Female,TwoOrMore_Races,42563642.43,13385932.3,6347744.779,1997342.649,1332989.819,239911.5145,1837129.039,1802502.79,2015
California,0-18,Male,NonHispanic_White,0,0,0,0,0,0,0,0,2015
California,0-18,Male,AfricanAmerican,0,0,0,0,0,0,0,0,2015
California,0-18,Male,Hispanic,0,0,0,0,0,0,0,0,2015
California,0-18,Male,Asian,0,0,0,0,0,0,0,0,2015
California,0-18,Male,AmericanIndian,0,0,0,0,0,0,0,0,2015
California,0-18,Male,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
California,0-18,Male,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
California,0-18,Female,NonHispanic_White,0,0,0,0,0,0,0,0,2015
California,0-18,Female,AfricanAmerican,0,0,0,0,0,0,0,0,2015
California,0-18,Female,Hispanic,0,0,0,0,0,0,0,0,2015
California,0-18,Female,Asian,0,0,0,0,0,0,0,0,2015
California,0-18,Female,AmericanIndian,0,0,0,0,0,0,0,0,2015
California,0-18,Female,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
California,0-18,Female,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
California,19-64,Male,NonHispanic_White,0,0,0,0,0,0,0,0,2015
California,19-64,Male,AfricanAmerican,0,0,0,0,0,0,0,0,2015
California,19-64,Male,Hispanic,0,0,0,0,0,0,0,0,2015
California,19-64,Male,Asian,0,0,0,0,0,0,0,0,2015
California,19-64,Male,AmericanIndian,0,0,0,0,0,0,0,0,2015
California,19-64,Male,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
California,19-64,Male,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
California,19-64,Female,NonHispanic_White,0,0,0,0,0,0,0,0,2015
California,19-64,Female,AfricanAmerican,0,0,0,0,0,0,0,0,2015
California,19-64,Female,Hispanic,0,0,0,0,0,0,0,0,2015
California,19-64,Female,Asian,0,0,0,0,0,0,0,0,2015
California,19-64,Female,AmericanIndian,0,0,0,0,0,0,0,0,2015
California,19-64,Female,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
California,19-64,Female,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
California,65+,Male,NonHispanic_White,5734764857,1984744166,656585967,211411624,167461686.6,32202041.3,82414406.91,305435305.4,2015
California,65+,Male,AfricanAmerican,824019551.1,285184839.7,94343828.8,30377411.43,24062312.45,4627061.838,11841999.5,43887529.75,2015
California,65+,Male,Hispanic,5892767838,2039427401,674676079.3,217236390.6,172075554.2,33089264.87,84685070.53,313850591.8,2015
California,65+,Male,Asian,2137310596,739701599.2,244705437.7,78791775.32,62411911.58,12001497.15,30715328.27,113833806.8,2015
California,65+,Male,AmericanIndian,51402371.23,17789841.25,5885171.662,1894944.091,1501007.975,288636.2951,738704.3836,2737705.79,2015
California,65+,Male,OtherPacific_Islander,54565594.08,18884600.71,6247336.072,2011556.035,1593377.696,306398.5286,784163.1149,2906179.993,2015
California,65+,Male,TwoOrMore_Races,459062715.4,158876966.9,52559110,16923308.38,13405155.83,2577744.143,6597198.38,24449818.64,2015
California,65+,Female,NonHispanic_White,5900095897,2041963568,675515085,217506538.9,172289541.9,33130413.63,84790382.19,314240886.4,2015
California,65+,Female,AfricanAmerican,847775714.2,293406607.7,97063724.68,31253180.39,24756019.56,4760458.231,12183399.74,45152790.16,2015
California,65+,Female,Hispanic,6062654042,2098223299,694126728.2,223499231.3,177036425.5,34043215.5,87126508.17,322898782.3,2015
California,65+,Female,Asian,2198928429,761026908.5,251760200.3,81063311.55,64211222.71,12347495.64,31600839.23,117115591.1,2015
California,65+,Female,AmericanIndian,52884281.6,18302715.45,6054838.871,1949574.592,1544281.451,296957.5672,760000.9436,2816632.783,2015
California,65+,Female,OtherPacific_Islander,56138698.92,19429036.4,6427444.34,2069548.413,1639314.155,315231.879,806770.2324,2989964.032,2015
California,65+,Female,TwoOrMore_Races,472297314.9,163457328,54074368.69,17411200.78,13791621.26,2652059.504,6787393.042,25154697.4,2015
Colorado,0-18,Male,NonHispanic_White,0,0,0,0,0,0,0,0,2015
Colorado,0-18,Male,AfricanAmerican,0,0,0,0,0,0,0,0,2015
Colorado,0-18,Male,Hispanic,0,0,0,0,0,0,0,0,2015
Colorado,0-18,Male,Asian,0,0,0,0,0,0,0,0,2015
Colorado,0-18,Male,AmericanIndian,0,0,0,0,0,0,0,0,2015
Colorado,0-18,Male,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Colorado,0-18,Male,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Colorado,0-18,Female,NonHispanic_White,0,0,0,0,0,0,0,0,2015
Colorado,0-18,Female,AfricanAmerican,0,0,0,0,0,0,0,0,2015
Colorado,0-18,Female,Hispanic,0,0,0,0,0,0,0,0,2015
Colorado,0-18,Female,Asian,0,0,0,0,0,0,0,0,2015
Colorado,0-18,Female,AmericanIndian,0,0,0,0,0,0,0,0,2015
Colorado,0-18,Female,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Colorado,0-18,Female,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Colorado,19-64,Male,NonHispanic_White,0,0,0,0,0,0,0,0,2015
Colorado,19-64,Male,AfricanAmerican,0,0,0,0,0,0,0,0,2015
Colorado,19-64,Male,Hispanic,0,0,0,0,0,0,0,0,2015
Colorado,19-64,Male,Asian,0,0,0,0,0,0,0,0,2015
Colorado,19-64,Male,AmericanIndian,0,0,0,0,0,0,0,0,2015
Colorado,19-64,Male,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Colorado,19-64,Male,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Colorado,19-64,Female,NonHispanic_White,0,0,0,0,0,0,0,0,2015
Colorado,19-64,Female,AfricanAmerican,0,0,0,0,0,0,0,0,2015
Colorado,19-64,Female,Hispanic,0,0,0,0,0,0,0,0,2015
Colorado,19-64,Female,Asian,0,0,0,0,0,0,0,0,2015
Colorado,19-64,Female,AmericanIndian,0,0,0,0,0,0,0,0,2015
Colorado,19-64,Female,OtherPacific_Islander,0,0,0,0,0,0,0,0,2015
Colorado,19-64,Female,TwoOrMore_Races,0,0,0,0,0,0,0,0,2015
Colorado,65+,Male,NonHispanic_White,1248667970,384660488.5,195722647.4,64240357.53,41814492.88,8093746.474,24156177.76,52612471.7,2015
Colorado,65+,Male,AfricanAmerican,70161812.93,21613813.99,10997523.85,3609622.459,2349528.216,454782.1676,1357319.373,2956259.379,2015
Colorado,65+,Male,Hispanic,389399773.9,119957195.1,61036525.71,20033492.73,13039938.93,2524052.128,7533155.639,16407311.69,2015
Colorado,65+,Male,Asian,54855648.76,16898648.13,8598356.858,2822164.558,1836966.423,355569.074,1061213.097,2311336.03,2015
Colorado,65+,Male,AmericanIndian,8663220.435,2668762.782,1357917.781,445697.6486,290107.6811,56154.16711,167594.8274,365023.73,2015
Colorado,65+,Male,OtherPacific_Islander,2568148.35,791135.212,402544.7967,132123.8089,86000.30071,16646.49223,49682.26107,108208.6156,2015
Colorado,65+,Male,TwoOrMore_Races,45747282.61,14092755.24,7170664.646,2353565.449,1531952.023,296529.5149,885006.6773,1927556.14,2015
